,python3 sat-solver-python.py,mojo run sat-solver-port.mojo,./sat-solver-port,./sat-solver-cpp
pigeonhole2.cnf,0.02492547035217285,0.08949073155721028,0.0037349065144856772,0.0032264391581217446
pigeonhole3.cnf,0.02495121955871582,0.08995803197224934,0.004182577133178711,0.0033483505249023438
pigeonhole4.cnf,0.03610086441040039,0.09161567687988281,0.0050296783447265625,0.0035642782847086587
pigeonhole5.cnf,0.21420756975809732,0.11231104532877605,0.024343331654866535,0.005685965220133464
pigeonhole6.cnf,3.251795212427775,0.44730178515116376,0.336078405380249,0.03418095906575521
pigeonhole7.cnf,58.05130052566528,6.3181547323862715,5.870607455571492,0.5018462340037028
pigeonhole8.cnf,1114.3073013623555,117.52533491452535,112.2467451095581,9.358225663503012
